nodenumber,    x-coordinate,    y-coordinate,        pressure,         density,      x-velocity,      y-velocity,     temperature,    total-energy, internal-energy
         1, 2.978723404E-03, 0.000000000E+00, 8.455453896E+04, 1.033922518E+00, 1.742740473E+02, 0.000000000E+00, 2.849112985E+02, 2.201486562E+05, 2.049629344E+05
         2, 5.957446809E-03, 0.000000000E+00, 8.455019972E+04, 1.033883902E+00, 1.742970337E+02, 0.000000000E+00, 2.849073180E+02, 2.201497988E+05, 2.049600709E+05
         3, 8.936170213E-03, 0.000000000E+00, 8.454393066E+04, 1.033829151E+00, 1.743318919E+02, 0.000000000E+00, 2.849012808E+02, 2.201515317E+05, 2.049557277E+05
         4, 1.191489362E-02, 0.000000000E+00, 8.453514661E+04, 1.033752329E+00, 1.743805613E+02, 0.000000000E+00, 2.848928496E+02, 2.201539518E+05, 2.049496624E+05
         5, 1.489361702E-02, 0.000000000E+00, 8.452387791E+04, 1.033653802E+00, 1.744430281E+02, 0.000000000E+00, 2.848820248E+02, 2.201570589E+05, 2.049418751E+05
         6, 1.787234043E-02, 0.000000000E+00, 8.451010691E+04, 1.033533404E+00, 1.745193645E+02, 0.000000000E+00, 2.848687912E+02, 2.201608574E+05, 2.049323550E+05
         7, 2.085106383E-02, 0.000000000E+00, 8.449382635E+04, 1.033391066E+00, 1.746095921E+02, 0.000000000E+00, 2.848531421E+02, 2.201653493E+05, 2.049210971E+05
         8, 2.382978723E-02, 0.000000000E+00, 8.447503179E+04, 1.033226744E+00, 1.747137183E+02, 0.000000000E+00, 2.848350723E+02, 2.201705360E+05, 2.049080978E+05
         9, 2.680851064E-02, 0.000000000E+00, 8.445371844E+04, 1.033040391E+00, 1.748317497E+02, 0.000000000E+00, 2.848145763E+02, 2.201764191E+05, 2.048933532E+05
        10, 2.978723404E-02, 0.000000000E+00, 8.442988118E+04, 1.032831957E+00, 1.749636929E+02, 0.000000000E+00, 2.847916483E+02, 2.201830004E+05, 2.048768589E+05
        11, 3.276595745E-02, 0.000000000E+00, 8.440351449E+04, 1.032601388E+00, 1.751095545E+02, 0.000000000E+00, 2.847662814E+02, 2.201902816E+05, 2.048586102E+05
        12, 3.574468085E-02, 0.000000000E+00, 8.437461241E+04, 1.032348625E+00, 1.752693418E+02, 0.000000000E+00, 2.847384684E+02, 2.201982650E+05, 2.048386017E+05
