nodenumber,    x-coordinate,    y-coordinate,        pressure,         density,      x-velocity,      y-velocity,     temperature,    total-energy, internal-energy
         1, 2.978723404E-03, 0.000000000E+00, 8.455453904E+04, 1.033922518E+00, 1.742740469E+02, 0.000000000E+00, 2.849112986E+02, 2.201486562E+05, 2.049629344E+05
         2, 5.957446809E-03, 0.000000000E+00, 8.455019979E+04, 1.033883903E+00, 1.742970333E+02, 0.000000000E+00, 2.849073181E+02, 2.201497987E+05, 2.049600709E+05
         3, 8.936170213E-03, 0.000000000E+00, 8.454393073E+04, 1.033829151E+00, 1.743318915E+02, 0.000000000E+00, 2.849012809E+02, 2.201515316E+05, 2.049557278E+05
         4, 1.191489362E-02, 0.000000000E+00, 8.453514667E+04, 1.033752329E+00, 1.743805610E+02, 0.000000000E+00, 2.848928497E+02, 2.201539517E+05, 2.049496624E+05
         5, 1.489361702E-02, 0.000000000E+00, 8.452387796E+04, 1.033653802E+00, 1.744430277E+02, 0.000000000E+00, 2.848820248E+02, 2.201570589E+05, 2.049418751E+05
         6, 1.787234043E-02, 0.000000000E+00, 8.451010696E+04, 1.033533405E+00, 1.745193641E+02, 0.000000000E+00, 2.848687913E+02, 2.201608574E+05, 2.049323550E+05
         7, 2.085106383E-02, 0.000000000E+00, 8.449382640E+04, 1.033391067E+00, 1.746095917E+02, 0.000000000E+00, 2.848531421E+02, 2.201653493E+05, 2.049210971E+05
         8, 2.382978723E-02, 0.000000000E+00, 8.447503183E+04, 1.033226745E+00, 1.747137179E+02, 0.000000000E+00, 2.848350723E+02, 2.201705360E+05, 2.049080979E+05
         9, 2.680851064E-02, 0.000000000E+00, 8.445371848E+04, 1.033040392E+00, 1.748317494E+02, 0.000000000E+00, 2.848145764E+02, 2.201764191E+05, 2.048933532E+05
        10, 2.978723404E-02, 0.000000000E+00, 8.442988122E+04, 1.032831958E+00, 1.749636925E+02, 0.000000000E+00, 2.847916483E+02, 2.201830003E+05, 2.048768590E+05
        11, 3.276595745E-02, 0.000000000E+00, 8.440351453E+04, 1.032601388E+00, 1.751095542E+02, 0.000000000E+00, 2.847662814E+02, 2.201902816E+05, 2.048586102E+05
        12, 3.574468085E-02, 0.000000000E+00, 8.437461244E+04, 1.032348625E+00, 1.752693415E+02, 0.000000000E+00, 2.847384684E+02, 2.201982650E+05, 2.048386018E+05
        13, 3.872340426E-02, 0.000000000E+00, 8.434316858E+04, 1.032073606E+00, 1.754430615E+02, 0.000000000E+00, 2.847082014E+02, 2.202069528E+05, 2.048168279E+05
        14, 4.170212766E-02, 0.000000000E+00, 8.430917616E+04, 1.031776263E+00, 1.756307215E+02, 0.000000000E+00, 2.846754720E+02, 2.202163473E+05, 2.047932826E+05
        15, 4.468085106E-02, 0.000000000E+00, 8.427262803E+04, 1.031456528E+00, 1.758323282E+02, 0.000000000E+00, 2.846402711E+02, 2.202264513E+05, 2.047679594E+05
        16, 4.765957447E-02, 0.000000000E+00, 8.423351671E+04, 1.031114326E+00, 1.760478880E+02, 0.000000000E+00, 2.846025894E+02, 2.202372674E+05, 2.047408514E+05
        17, 5.063829787E-02, 0.000000000E+00, 8.419183440E+04, 1.030749579E+00, 1.762774065E+02, 0.000000000E+00, 2.845624167E+02, 2.202487985E+05, 2.047119516E+05
        18, 5.361702128E-02, 0.000000000E+00, 8.414757307E+04, 1.030362208E+00, 1.765208884E+02, 0.000000000E+00, 2.845197428E+02, 2.202610475E+05, 2.046812523E+05
        19, 5.659574468E-02, 0.000000000E+00, 8.410072447E+04, 1.029952131E+00, 1.767783373E+02, 0.000000000E+00, 2.844745568E+02, 2.202740176E+05, 2.046487458E+05
        20, 5.957446809E-02, 0.000000000E+00, 8.405128016E+04, 1.029519262E+00, 1.770497555E+02, 0.000000000E+00, 2.844268477E+02, 2.202877119E+05, 2.046144243E+05
        21, 6.255319149E-02, 0.000000000E+00, 8.399923159E+04, 1.029063515E+00, 1.773351438E+02, 0.000000000E+00, 2.843766039E+02, 2.203021338E+05, 2.045782793E+05
        22, 6.553191489E-02, 0.000000000E+00, 8.394457008E+04, 1.028584803E+00, 1.776345012E+02, 0.000000000E+00, 2.843238139E+02, 2.203172865E+05, 2.045403026E+05
        23, 6.851063830E-02, 0.000000000E+00, 8.388728692E+04, 1.028083036E+00, 1.779478250E+02, 0.000000000E+00, 2.842684655E+02, 2.203331736E+05, 2.045004854E+05
        24, 7.148936170E-02, 0.000000000E+00, 8.382737333E+04, 1.027558123E+00, 1.782751105E+02, 0.000000000E+00, 2.842105466E+02, 2.203497985E+05, 2.044588190E+05
        25, 7.446808511E-02, 0.000000000E+00, 8.376482057E+04, 1.027009973E+00, 1.786163507E+02, 0.000000000E+00, 2.841500447E+02, 2.203671649E+05, 2.044152944E+05
        26, 7.744680851E-02, 0.000000000E+00, 8.369961987E+04, 1.026438496E+00, 1.789715368E+02, 0.000000000E+00, 2.840869474E+02, 2.203852762E+05, 2.043699027E+05
        27, 8.042553191E-02, 0.000000000E+00, 8.363176254E+04, 1.025843599E+00, 1.793406574E+02, 0.000000000E+00, 2.840212417E+02, 2.204041362E+05, 2.043226346E+05
        28, 8.340425532E-02, 0.000000000E+00, 8.356123990E+04, 1.025225189E+00, 1.797236991E+02, 0.000000000E+00, 2.839529149E+02, 2.204237486E+05, 2.042734808E+05
        29, 8.638297872E-02, 0.000000000E+00, 8.348804335E+04, 1.024583175E+00, 1.801206460E+02, 0.000000000E+00, 2.838819537E+02, 2.204441171E+05, 2.042224319E+05
        30, 8.936170213E-02, 0.000000000E+00, 8.341216435E+04, 1.023917464E+00, 1.805314802E+02, 0.000000000E+00, 2.838083451E+02, 2.204652456E+05, 2.041694784E+05
        31, 9.234042553E-02, 0.000000000E+00, 8.333359441E+04, 1.023227961E+00, 1.809561816E+02, 0.000000000E+00, 2.837320755E+02, 2.204871379E+05, 2.041146107E+05
        32, 9.531914894E-02, 0.000000000E+00, 8.325232508E+04, 1.022514575E+00, 1.813947280E+02, 0.000000000E+00, 2.836531315E+02, 2.205097978E+05, 2.040578190E+05
        33, 9.829787234E-02, 0.000000000E+00, 8.316834795E+04, 1.021777211E+00, 1.818470954E+02, 0.000000000E+00, 2.835714992E+02, 2.205332293E+05, 2.039990934E+05
        34, 1.012765957E-01, 0.000000000E+00, 8.308165462E+04, 1.021015775E+00, 1.823132581E+02, 0.000000000E+00, 2.834871648E+02, 2.205574365E+05, 2.039384238E+05
        35, 1.042553191E-01, 0.000000000E+00, 8.299223667E+04, 1.020230170E+00, 1.827931888E+02, 0.000000000E+00, 2.834001139E+02, 2.205824234E+05, 2.038758001E+05
        36, 1.072340426E-01, 0.000000000E+00, 8.290008561E+04, 1.019420301E+00, 1.832868590E+02, 0.000000000E+00, 2.833103320E+02, 2.206081942E+05, 2.038112117E+05
        37, 1.102127660E-01, 0.000000000E+00, 8.280519290E+04, 1.018586068E+00, 1.837942393E+02, 0.000000000E+00, 2.832178044E+02, 2.206347532E+05, 2.037446481E+05
        38, 1.131914894E-01, 0.000000000E+00, 8.270754984E+04, 1.017727372E+00, 1.843152995E+02, 0.000000000E+00, 2.831225158E+02, 2.206621046E+05, 2.036760983E+05
        39, 1.161702128E-01, 0.000000000E+00, 8.260714758E+04, 1.016844109E+00, 1.848500087E+02, 0.000000000E+00, 2.830244507E+02, 2.206902530E+05, 2.036055510E+05
        40, 1.191489362E-01, 0.000000000E+00, 8.250397704E+04, 1.015936173E+00, 1.853983363E+02, 0.000000000E+00, 2.829235928E+02, 2.207192030E+05, 2.035329946E+05
        41, 1.221276596E-01, 0.000000000E+00, 8.239802887E+04, 1.015003457E+00, 1.859602516E+02, 0.000000000E+00, 2.828199258E+02, 2.207489594E+05, 2.034584174E+05
        42, 1.251063830E-01, 0.000000000E+00, 8.228929339E+04, 1.014045846E+00, 1.865357244E+02, 0.000000000E+00, 2.827134322E+02, 2.207795271E+05, 2.033818068E+05
        43, 1.280851064E-01, 0.000000000E+00, 8.217776056E+04, 1.013063226E+00, 1.871247257E+02, 0.000000000E+00, 2.826040945E+02, 2.208109112E+05, 2.033031501E+05
        44, 1.310638298E-01, 0.000000000E+00, 8.206341991E+04, 1.012055472E+00, 1.877272272E+02, 0.000000000E+00, 2.824918940E+02, 2.208431170E+05, 2.032224339E+05
        45, 1.340425532E-01, 0.000000000E+00, 8.194626048E+04, 1.011022460E+00, 1.883432024E+02, 0.000000000E+00, 2.823768114E+02, 2.208761500E+05, 2.031396444E+05
        46, 1.370212766E-01, 0.000000000E+00, 8.182627078E+04, 1.009964057E+00, 1.889726265E+02, 0.000000000E+00, 2.822588268E+02, 2.209100161E+05, 2.030547672E+05
        47, 1.400000000E-01, 0.000000000E+00, 8.170343873E+04, 1.008880123E+00, 1.896154767E+02, 0.000000000E+00, 2.821379191E+02, 2.209447212E+05, 2.029677872E+05
        48, 1.429787234E-01, 0.000000000E+00, 8.157775164E+04, 1.007770513E+00, 1.902717326E+02, 0.000000000E+00, 2.820140665E+02, 2.209802715E+05, 2.028786886E+05
        49, 1.459574468E-01, 0.000000000E+00, 8.144919612E+04, 1.006635076E+00, 1.909413765E+02, 0.000000000E+00, 2.818872462E+02, 2.210166738E+05, 2.027874550E+05
        50, 1.489361702E-01, 0.000000000E+00, 8.131775808E+04, 1.005473651E+00, 1.916243934E+02, 0.000000000E+00, 2.817574341E+02, 2.210539348E+05, 2.026940693E+05
        51, 1.519148936E-01, 0.000000000E+00, 8.118342270E+04, 1.004286071E+00, 1.923207714E+02, 0.000000000E+00, 2.816246055E+02, 2.210920616E+05, 2.025985134E+05
        52, 1.548936170E-01, 0.000000000E+00, 8.104617434E+04, 1.003072160E+00, 1.930305020E+02, 0.000000000E+00, 2.814887341E+02, 2.211310618E+05, 2.025007686E+05
        53, 1.578723404E-01, 0.000000000E+00, 8.090599658E+04, 1.001831734E+00, 1.937535799E+02, 0.000000000E+00, 2.813497929E+02, 2.211709433E+05, 2.024008154E+05
        54, 1.608510638E-01, 0.000000000E+00, 8.076287216E+04, 1.000564601E+00, 1.944900033E+02, 0.000000000E+00, 2.812077532E+02, 2.212117140E+05, 2.022986332E+05
        55, 1.638297872E-01, 0.000000000E+00, 8.061678299E+04, 9.992705595E-01, 1.952397740E+02, 0.000000000E+00, 2.810625856E+02, 2.212533826E+05, 2.021942008E+05
        56, 1.668085106E-01, 0.000000000E+00, 8.046771010E+04, 9.979493990E-01, 1.960028977E+02, 0.000000000E+00, 2.809142591E+02, 2.212959580E+05, 2.020874958E+05
        57, 1.697872340E-01, 0.000000000E+00, 8.031563370E+04, 9.966009004E-01, 1.967793833E+02, 0.000000000E+00, 2.807627415E+02, 2.213394493E+05, 2.019784953E+05
        58, 1.727659574E-01, 0.000000000E+00, 8.016053312E+04, 9.952248355E-01, 1.975692436E+02, 0.000000000E+00, 2.806079994E+02, 2.213838661E+05, 2.018671750E+05
        59, 1.757446809E-01, 0.000000000E+00, 8.000238687E+04, 9.938209671E-01, 1.983724951E+02, 0.000000000E+00, 2.804499981E+02, 2.214292185E+05, 2.017535101E+05
        60, 1.787234043E-01, 0.000000000E+00, 7.984117261E+04, 9.923890491E-01, 1.991891577E+02, 0.000000000E+00, 2.802887016E+02, 2.214755167E+05, 2.016374747E+05
        61, 1.817021277E-01, 0.000000000E+00, 7.967686722E+04, 9.909288267E-01, 2.000192547E+02, 0.000000000E+00, 2.801240726E+02, 2.215227714E+05, 2.015190419E+05
        62, 1.846808511E-01, 0.000000000E+00, 7.950944677E+04, 9.894400366E-01, 2.008628127E+02, 0.000000000E+00, 2.799560725E+02, 2.215709938E+05, 2.013981840E+05
        63, 1.876595745E-01, 0.000000000E+00, 7.933888661E+04, 9.879224069E-01, 2.017198615E+02, 0.000000000E+00, 2.797846616E+02, 2.216201952E+05, 2.012748723E+05
        64, 1.906382979E-01, 0.000000000E+00, 7.916516137E+04, 9.863756577E-01, 2.025904340E+02, 0.000000000E+00, 2.796097988E+02, 2.216703875E+05, 2.011490774E+05
        65, 1.936170213E-01, 0.000000000E+00, 7.898824499E+04, 9.847995015E-01, 2.034745658E+02, 0.000000000E+00, 2.794314417E+02, 2.217215827E+05, 2.010207688E+05
        66, 1.965957447E-01, 0.000000000E+00, 7.880811080E+04, 9.831936429E-01, 2.043722951E+02, 0.000000000E+00, 2.792495470E+02, 2.217737934E+05, 2.008899151E+05
        67, 1.995744681E-01, 0.000000000E+00, 7.862473155E+04, 9.815577796E-01, 2.052836624E+02, 0.000000000E+00, 2.790640699E+02, 2.218270324E+05, 2.007564843E+05
        68, 2.025531915E-01, 0.000000000E+00, 7.843807944E+04, 9.798916026E-01, 2.062087107E+02, 0.000000000E+00, 2.788749646E+02, 2.218813128E+05, 2.006204435E+05
        69, 2.055319149E-01, 0.000000000E+00, 7.824812622E+04, 9.781947963E-01, 2.071474846E+02, 0.000000000E+00, 2.786821842E+02, 2.219366481E+05, 2.004817588E+05
        70, 2.085106383E-01, 0.000000000E+00, 7.805484318E+04, 9.764670395E-01, 2.081000306E+02, 0.000000000E+00, 2.784856807E+02, 2.219930520E+05, 2.003403957E+05
        71, 2.114893617E-01, 0.000000000E+00, 7.785820125E+04, 9.747080050E-01, 2.090663968E+02, 0.000000000E+00, 2.782854050E+02, 2.220505387E+05, 2.001963190E+05
        72, 2.144680851E-01, 0.000000000E+00, 7.765817107E+04, 9.729173608E-01, 2.100466323E+02, 0.000000000E+00, 2.780813070E+02, 2.221091226E+05, 2.000494925E+05
        73, 2.174468085E-01, 0.000000000E+00, 7.745472297E+04, 9.710947701E-01, 2.110407876E+02, 0.000000000E+00, 2.778733357E+02, 2.221688182E+05, 1.998998796E+05
